TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025/10/15 9:51,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,957pp-1760521887209-87c70d549a46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,100,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMG7QF3YQAWCN2S3C8Z4TR,SmLYUylLYqnG,1
2025/10/15 9:51,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,957pp-1760521887209-87c70d549a46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMG7HZV3VZVDF512TMG6WF,yM6JSNWHOYqW,-1
2025/10/15 9:51,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lkft9-1760521886636-4f74d606c348,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,103,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMG75V6DHAWQGN5HKKCC4D,SmLYUylLYqnG,1
2025/10/15 9:51,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lkft9-1760521886636-4f74d606c348,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMG6ZST7071E4VSKKQ6E3P,yM6JSNWHOYqW,-1
2025/10/15 9:51,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,pt6hr-1760521885967-cb4c5afed1c8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,225,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMG6GJJ76Z732S9X27XTJD,SmLYUylLYqnG,1
2025/10/15 9:51,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,pt6hr-1760521885967-cb4c5afed1c8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMG6B8ZH30V1WV1MMSMXN1,yM6JSNWHOYqW,-1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,jkwrb-1760521836609-df5fc6e19f6f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,142,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMEPAQVA8BQZN5JD046MCG,SmLYUylLYqnG,1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,jkwrb-1760521836609-df5fc6e19f6f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMEP4XEFVA3S18VVN5BWRE,yM6JSNWHOYqW,-1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,7qbqr-1760521826807-c8358a73f7c4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,109,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMECQ8HTKPC6HT0VTV66KH,SmLYUylLYqnG,1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,7qbqr-1760521826807-c8358a73f7c4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMECJ4MR2NYM1E9RTHTC6M,yM6JSNWHOYqW,-1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,7qbqr-1760521826243-7fe56c81e370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,113,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMEC66E7Q2FTTRM77V43E5,SmLYUylLYqnG,1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,7qbqr-1760521826243-7fe56c81e370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMEC0P6BCGN15VT4SZ80HW,yM6JSNWHOYqW,-1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,957pp-1760521825605-07e2d023e262,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,161,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMEBJP60BA3CZ2RW2KTSGN,SmLYUylLYqnG,1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,957pp-1760521825605-07e2d023e262,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMEBCWVTE8DHNTJT0E3165,yM6JSNWHOYqW,-1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,wrzg4-1760521806596-df834348f0ee,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,164,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMDS0VW2KZEBDHVE5VV2XS,SmLYUylLYqnG,1
2025/10/15 9:50,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,wrzg4-1760521806596-df834348f0ee,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMDRTP8SY9PJMEK32SZ8QX,yM6JSNWHOYqW,-1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,wjbc9-1760521776608-b6aaf354c0fb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,184,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCVQ5Z61W2CPJ0JVDJZPC,SmLYUylLYqnG,1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,wjbc9-1760521776608-b6aaf354c0fb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCVHFNQMADN6A427AD9C5,yM6JSNWHOYqW,-1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lhlln-1760521766806-f6873f5f5739,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,105,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCJ4YC0AVFCEKCVVM1PND,SmLYUylLYqnG,1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lhlln-1760521766806-f6873f5f5739,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCHZE27W449X5E42HS1XF,yM6JSNWHOYqW,-1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lkft9-1760521766230-cbea2a0ab271,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,114,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCHK3CTVRJ3YWPC4AT4VA,SmLYUylLYqnG,1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lkft9-1760521766230-cbea2a0ab271,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCHDDHBSF4MXWYTZXQZJ8,yM6JSNWHOYqW,-1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lkft9-1760521765598-7a8042e86f06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,154,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCGZP353AKJ1EGHTB5YAR,SmLYUylLYqnG,1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,lkft9-1760521765598-7a8042e86f06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMCGST3SBN9VFRR9AYEHCE,yM6JSNWHOYqW,-1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,jkwrb-1760521746600-eeeaa84b5e57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,151,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMBYD84M0SQK34BG41ZQFD,SmLYUylLYqnG,1
2025/10/15 9:49,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,jkwrb-1760521746600-eeeaa84b5e57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMBY7S0N7MEKFNRGZVHF94,yM6JSNWHOYqW,-1
2025/10/15 9:48,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,9zh8f-1760521716601-5ead08cf72cd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,lambda,/api/points/balance,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,129,iad1,144,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMB13K1AF3J07M7PGM94CT,SmLYUylLYqnG,1
2025/10/15 9:48,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/points/balance,GET,,200,9zh8f-1760521716601-5ead08cf72cd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_9Jkt1HhJWByNDQwXKZPqoTwMrADt,-1,iad1,-1,-1,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KMB0YC3P0QCD9NSBNK7ZYB,yM6JSNWHOYqW,-1
