TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025/10/15 10:01,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/bestauth/subscription/upgrade,POST,,500,z9vhl-1760522519410-e96adae91799,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",error,preview,credits,,lambda,/api/bestauth/subscription/upgrade,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_EU7pDUBUCea1xNjKojWDU83oFz8q,153,iad1,136,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KN3H3G3R299HMQM24M3KKD,llMvpuEnUCuH,1
2025/10/15 10:01,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/bestauth/subscription/upgrade,POST,,200,z9vhl-1760522519410-e96adae91799,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_EU7pDUBUCea1xNjKojWDU83oFz8q,-1,iad1,-1,-1,[bestauth] / status=200,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KN3GXZH8ZYVKWM6GV0GGNC,ciZ2QoNLwZ2b,-1
2025/10/15 10:01,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/bestauth/subscription/upgrade,POST,,500,nvpcd-1760522515810-c0555292292d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",error,preview,credits,,lambda,/api/bestauth/subscription/upgrade,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_EU7pDUBUCea1xNjKojWDU83oFz8q,226,iad1,134,2048,,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KN3DS2GNH61RV0RDA3PC2A,llMvpuEnUCuH,1
2025/10/15 10:01,1.76052E+12,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app/api/bestauth/subscription/upgrade,POST,,200,nvpcd-1760522515810-c0555292292d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",info,preview,credits,,edge-middleware,/src/middleware,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,covergen-git-credits-jeff-lees-projects-92a56a05.vercel.app,dpl_EU7pDUBUCea1xNjKojWDU83oFz8q,-1,iad1,-1,-1,[bestauth] / status=200,prj_Sbvh6SwMzvZvs947NmAyTf7jX90k,,,01K7KN3DDNF56S3M4FMK0J76MM,ciZ2QoNLwZ2b,-1
